4.821633642,2.402981907,2.197983796,0
1.398389485,0.454184804,1.413972649,0
0.975427489,0.586509748,1.943683986,1
1.952551637,4.790465631,4.242421826,1
0.774628867,1.559922768,0.982205593,1
1.624915945,3.845286651,1.550858414,1
1.020542,1.527023791,4.332537006,0
3.431522075,2.572674868,3.832282099,1
3.074257578,1.051690368,1.917098866,1
4.558950728,3.781376955,3.526922413,0
1.733429826,4.893373632,0.154504774,1
4.935535229,0.643790129,0.083254495,1
0.580943611,0.110454594,3.469626213,0
3.31069349,4.770327586,3.986591659,1
1.632282319,0.260811776,3.574808783,0
2.123181796,0.865223056,0.739123423,1
2.16773798,2.078483033,0.402822926,0
0.92440734,3.472238816,2.925726563,1
1.068052909,2.708476723,1.121696388,1
2.641369194,4.555624802,0.303653039,0
4.270213165,1.306755298,4.916148604,1
0.030305718,3.325069079,2.988829141,1
4.204884683,4.400297375,1.756601238,1
3.627203874,3.855655292,4.83630941,1
3.050185487,2.004982511,0.189187142,1
4.603672458,2.281733024,0.417040926,1
3.949309399,2.262825746,0.015998714,0
1.65424103,0.869751345,4.612561471,1
2.254826663,4.707948796,4.471733422,1
1.549423109,2.601657897,1.861899332,0
3.12072763,3.636430152,4.300089407,0
0.741956855,4.673303087,2.996374481,1
3.09088061,4.447963099,4.917809036,0
1.172312446,4.218162389,3.604100779,1
3.747878122,1.744430186,0.17915787,0
2.273996555,0.580194299,2.912234549,0
4.586776995,3.617547674,2.755102328,0
0.082825434,0.660868478,4.147760972,1
1.400378363,4.814630539,3.901295011,1
2.329581385,4.765882654,2.831293739,1
0.034725602,0.732580489,0.112866843,1
0.255979718,0.548009597,1.816952679,0
2.11548296,0.336121726,4.816639962,0
1.552537526,0.906624022,4.458066039,1
3.59129044,1.397222199,3.760955245,0
2.016793229,1.7888151,2.329845056,0
1.898092686,1.875750462,0.236034968,0
1.503295412,1.129752879,1.961527774,1
1.42409591,1.42815988,0.086225898,0
4.048414452,4.764778848,4.588438898,0
4.442524025,0.560354575,1.55132437,0
4.269757298,4.476220779,1.11661096,1
0.162785619,1.419592748,3.257472341,1
0.298783342,3.869230879,1.136852589,1
3.524596343,4.420244322,0.956378101,1
4.664837053,4.447354938,2.765345774,1
3.825159715,3.138403405,2.504905947,0
0.737922393,1.973167632,3.655681952,1
0.347929372,4.879105984,0.367463014,0
3.136734501,1.968285642,1.971186315,0
